Messages,Sentiment
"what happened, it recovered to 1096 then again fell 30 points..is this the way it will recover 1300 plus.",
"TATA STEEL MAY BOUNCE BACK SOON, MARKET MAY RECOVER, AS INDIA IS STRONGEST AMONG MARKETS",
"Excessive shorts created on the last day of the series. Short covering may lead to1121 plus levels, if nifty supports.",
Available at a very cheap TTM PE which will fall down further after the results. JSW steel posted good results. Tata Steel price should atleast be 1800. Those posting 500 price are living in the past.,
"it needs best results to move towards 1380 in Feb series, as Jan22 wasted as it failed to close above 1240 or even touch.",
strike 1096 from given 1080 keep trading by trailing sl stay tuned to hritika Sharma,
Why did not you say Rs.10/- per share!!! Be realistic while making comments with your imaginary stock price.,
"Infra spends are on top priority in India as well.as in US,EU nation. Also EU ban on Chinese steel will be very positive for Tisco. Steel prices are on strong footing. No new capacity added in last 5years.. Tisco is most undervalued large c...&nbsp",
failed to recover to 1240 on expiry which was told from last week.. .,
Stock Market latest news for more info v.gd/GjmAyK,
Stock Market latest news for more info v.gd/GjmAyK,
Buy it for investment purposes having strong fundamentals,
To knw Queen of future This stock may give u 2x 3x returns this year for sure ..very bullish on techincal chart For any help orTips.... To knw Queen of future,
Ready for next week with previous holdings its ready for break again with more profit...,
2k21 has been so Unprecedented for Long term most likely to confirm acceptance change the game.......Look for bnfs.at/891c,
It is a good opportunity for people who have money to invest at this stage as you are getting good script at good value ,
Unlike Other sectors IT sector is impacted by many factors Can Market correction impact Infy badly? To get all answers v.gd/GjmAyK,
nifty has shown reversal but still Tata Steel is not heading towards 1240..when Thursday is expiry.,
Bank sector will be more bullish in upcoming session...,
Take profit on rise in market. Be cautious. Expecting more sell off in coming days.,
buy pnb housing it will fly target 580 rs within a short period its a sure shot call.,
Intraday traders should go through historical data and research reports to gauge the demand for a particular stock.,
How many millionaires do you know who have become wealthy by investing in savings accounts?,
"At times, you will have to step out of your comfort zone to realize significant gains.",
down down barking guys all will buy CE 1250 at market opening...,
Hope people enjoyed money rain today in tata steel. For next 10 sessions only short and earn money.,
Tomorrow market will be down with almost 1250 points and tata steel will move around 1025,
wait till budget and add on dip when nifty is around 16800(its support) if u can,
Whoever brought at higher price sell immediately will test 52 weeks low,
"I bought Tata steel Jan 1300 CE target date 27th , is there any chance it will rise to 1200 or more . :( Any suggestion should I hold or exit .",
BJP may suffer heavy losses in elections in States etc. and mkt downswing is a warning.,
"I bought Tata steel Jan 1300 CE , is there any chance it will rise to 1200 or more . :(",
Immediately after moon holidays will be winter Olympics. Naturally China wants toshow the world how clean are their cities and hence polluting manufacturing plants like steelwoll be forced shut down again indian manufacturing plants will.ha...&nbsp,
To knw Queen of future This stock may give u 2x 3x returns this year for sure ..very bullish on techincal chart For any help orTips.... To knw Queen of future,
As moon holidays will start any time now in China during this 2 to 3 weeks all manufacturing plants shut due to all workers head home and hence only maintenance work of plants will start and as supplies from biggest production namely china ...&nbsp,
"Apart from current price being at good premium to the recent lows hit early December, in short term prices of steel ( both HR in flats and Rebars in longs) will further rise thus bringing benefit to Indian companies",
As told deep selling eaten all premium of 1240 strike price... impossible to recover till Thursday expiry.,
Do not sell this stock ITS HAVING RESULT ON 1 FEB ITS BEEN PROFITABLE YEAR SINCE THE STARTING OF THE YEAR. RESULT WILL BE POSSIBLY GOOD. IT WILL BEAT YOY AND PREV QOQ,
according to my analysis its fell yesterday because europian markets were opened down. In my opinion if market opens green on monday it will not break more the hightest we can expect on monday is 1450. Plus US markets were up on friday dOW ...&nbsp,
This stock is a very good choice to your portfolio ...buy at current levels for Good investment,
"Telle grm Profit_Junction : UPL is near to its recent swing high which will act as support , Buy it only above fibonacci resistance 700 for 739 soon. I share freee intraday caallls in my Tellee grm Profit_Junction",
buy techm at current levels.........Friday .....v hv given Sell coforge at 4770 for Trgt of 4676... intraday..............4665 touched on same day... target hit... minimum.. 4000 prft booked... joinme on..... tlgrrrrrrrrm at .........rmweal...&nbsp,
TECH MAHINDRA GOOD FUNDAMENTAL KEEP HOLD 1450-1500-1600 MORE INFO v.gd/2OfFD6,
This Stock is looking week after some points So Ready for Reset Your Previous Positions & Add More for More updates and Live markett tippxz wtzppp on 84454: 92O56,
Ready for sustain again on coming days so be ready for see more actions for more updates and tipx wtzppp on 844549: 2O56,
bhai samja nahi. carring 30k loss of option feb expiry. should I hold or quit.,
The daily price action has formed a small bearish candle should consider Reliance cautiously to know exact target point for more info v.gd/GjmAyK,
this share will go up to 1650 in current week. very good result is coming.buy as much as you can.,
Buy & hold Target of Tech Mahindra for the next 3 months is 1885 with stop-loss at 1282. for morev.gd/7VM4Cb,
""" Nico_Bellic"", thanks for your explanation and reasoning behind Tech Mahindra shares sudden fall within days. I tend to agree with you about FII involvement in it. And yes, one will have to now even see limits of FII investment in good com...&nbsp",
Guys Follow My New Channel link vridhhiad 2 Trades given today both rocket,
"You did not ask this question when the stock was going up. Please understand correction is a normal phenomenon. Depending on your risk appetite, you decide if you want to stay invested or not. Good luck !",
Subh the major fall in share started after aquisition of the company as this was one of the biggest aquisition by company till date but thats not the main reason for fall. as far I know the weightage of fii in tech Mahindra is way more high...&nbsp,
"Can anyone with knowledge here say what was the reason for Tech Mahindra shares to crash a whopping over 20% from its highs within days ? Most messages posted on this Tech Mahindra forum are irrelevant, meaningless, standard advt promotion ...&nbsp",
